,text
348,would she i was poised to vote for klobucharsad she dropped out but isn’t it possible that people just don’t… 
349,trump calls for pete buttigieg and amy klobuchar to be 'impeached' for endorsing biden—does not seem to realize that… 
350,if you ever need to be reminded that biden would lose the rust belt against trump think of how badly he did in ia… 
351, who did you want to run i'm not supposed to post politics during lent but this is more exploratory i… 
352, i saw multiple klobuchar ads on monday night and was very confused
353, yea but klobuchar kinda is a centrist or “moderate” but same thing
354,we’re gonna end up with a biden/klobuchar ticket aren’t we :/
355,in all likelihood—with bloomberg buttigieg klobuchar o’rourke and stryker supporters—biden will clinch the nomi… 
356,_mtg _egg _reardon people who ma… 
357, dnc do not want bernie as their nominee they made a deal with mayor pete and amy klobuchar(supposedly mode… 
358,amy klobuchar is the only female democrat politician who said there is room in the party for prolife people woul… 
359,endorsements from klobuchar buttigieg and o'rourke certainly helped with momentum built up from south carolina b… 
360, it may surprise you to know that i agree that bloomberg is a centrist it… 
361,so i'm watching this video and half way through i realize that no one (including herself) has blamed tulsi's low p… 
362, hillary warren klobuchar run for prez an electorate free to elect them when we have our… 
363, oh shut up many of us who cast votes for bloomberg buttigieg or klobuchar—and would have voted for b… 
364,biden leads sanders by delegates when you add in bloomberg's buttigieg's and klobuchar's the margin increas… 
365,bloomberg was just biden his time until all the other moderates were sandered down he just didnt have the steyerin… 
366,_venkat_ because there wasn’t a progressive vote to split it was moderate v progressive here there are a l… 
367,i suspect kamala harris might be high on the list of possible vp picks for biden klobuchar too idk who sanders would pick
368,i miss amy klobuchar and her family already hope she stays involved in biden cabinet loved that wed… 
369, simply amy klobuchar the dnc needs a progressive woman on the ticket to balance biden out f… 
370, yep my dad had to mail in his vote and it was for klobuchar d’oh
371, looking forward to a biden/ klobuchar harris or warren ticket
372,she should get out now keep her powder dry for the future don’t look pathetic by hanging on buttigieg and klo… 
373,that might not be the case if biden dropped out my second choice was warren not buttigieg or klobuchar 
374, yeah and klobuchar and mayor pete dropped out between early voting and election day things change we… 
375, didnt you like klobuchar
376,the next debate without amy klobuchar 
377,_ really i actually thought warren was very dishonest i thought she w… 
378,if amy klobuchar knew she had no path to win warren knew the same
379, i actually though klobuchar would have a chance but now we will never know when you los… 
380,buttigieg klobuchar and orourke were paid to back biden by the dnc is my theory
381, _ biden was not on his way to losing buttigieg and klobuchar help… 
382, no they don’t they worry about trumps hate speak at his rally’s and his incoherent r… 
383,"potus joe biden
vice president kamala harris
secretary of state amy klobuchar
defence secretary buttigieg
attorney… "
384, needs to be a round tableadd gilibrand harris and klobuchar
385, 'all evidence' meaning out of races biden performed poorly in the first three races all candidates… 
386, it's true but he left out klobuchar buttigeig bloomberg and steyer all who were still on the ballot… 
387, _dungy that’s total bullshit buttigieg and klobuchar still got early votes and now he has blo… 
388," nailin palin was not any good but i'd rather watch that over ""bendy mindy"" or the recently canceled… "
389,one of the ramifications of unjust laws passed by people like biden and the opportunistic unjust prosecutions by kl… 
390,ds doesn’t want sanders as their candidate they know that warren’s votes will go to sanders so she’s in it for t… 
391, the polls a week ago included mayor pete and amy klobuchar they were irrelevant in super tuesday with bo… 
392, i seriously doubt that buttigieg klobuchar and bloomberg et al would op… 
393, i like elizabeth warren amy klobuchar or kamala harris it has to be a woman
394, live you amy i’d live to see a biden/klobuchar ticket please run again much love
395,look i get it would things be better for the progressive agenda if warren had dropped out with buttigieg and klob… 
396,“duluth city councilor arik forsman a loyal klobuchar supporter believes her endorsement of biden mattered “immen… 
397,she would've voted early for klobuchar to avoid the lines if weld had been on the ballot she might have went to g… 
398, here in minnesota bloomberg klobuchar and buttigeig ads were still running as o… 
399," no one in michigan is even talking about sanders

now if he hooked up with klobuchar… "
400, i don’t think there’s any doubt buttigieg and klobuc… 
401,if you add buttigieg klobuchar and bloomberg’s numbers to biden’s biden would easily carry the state the thing s… 
402, _coates he will pick (likely) harris abrams or klobuchar or (un… 
403,amy reminds me of amy klobuchar legomastersfox
404, or get his minderinchief klobuchar to stand in for him
405, swing states: gov wolf of pa klobuchar harris is from a nonswing state and was a dismal debater… 
406, klobuchar was not in the race she'd have listened to klob and voted biden because he reminds her of… 
407, i think more accurately antitrumpism has boosted turnout & biden voters are duplicat… 
408, this really made my day
409, the more i think about it the more outraged i am klobuchar is infinitely better than biden her fe… 
410, or klobuchar as ag i love amy
